DMY;DMY2;Family;Harvest;ID;Group;Days;Season
2656.285354;2918.206467;72F;3;F955;2;96;Spring
2408.628817;2549.312317;73F;3;F956;6;96;Spring
2471.997767;2745.817226;74F;3;F957;3;96;Spring
2495.349235;2465.333043;75F;3;F958;1;96;Spring
4151.919545;4333.289897;76F;3;F959;3;96;Spring
2620.277952;2909.05964;78F;3;F961;4;96;Spring
4037.053365;4091.716013;79F;3;F962;5;96;Spring
3461.559942;3307.205269;80F;3;F963;2;96;Spring
2551.010841;2526.815641;81F;3;F964;6;96;Spring
2652.003848;2607.52493;82F;3;F965;1;96;Spring
3575.285841;3685.711771;83F;3;F966;3;96;Spring
3838.998176;3797.58333;84F;3;F967;4;96;Spring
1892.628582;2021.693716;85F;3;F968;6;96;Spring
3147.351409;3097.684868;86F;3;F969;6;96;Spring
3352.183872;3525.760934;87F;3;F970;2;96;Spring
2281.275083;2563.435165;88F;3;F971;1;96;Spring
2738.343123;2878.32497;89F;3;F972;6;96;Spring
2010.264503;2079.416225;91F;3;F974;5;96;Spring
3863.072485;4246.855842;92F;3;F975;6;96;Spring
3631.758144;3546.408102;93F;3;F976;1;96;Spring
4043.912241;4225.606237;94F;3;F977;6;96;Spring
3101.535665;3122.61872;95F;3;F978;4;96;Spring
2998.880027;3067.242798;96F;3;F979;2;96;Spring
3465.240708;3585.226848;97F;3;F980;6;96;Spring
3507.876188;3513.820888;98F;3;F981;1;96;Spring
4300.160068;4207.179036;99F;3;F982;4;96;Spring
2641.642866;2757.229954;100F;3;F983;5;96;Spring
1754.17936;1916.885127;101F;3;F984;2;96;Spring
2752.043104;2710.683493;102F;3;F985;1;96;Spring
2820.496821;3157.426975;103F;3;F986;6;96;Spring
2626.466644;2647.450123;104F;3;F987;6;96;Spring
3798.10637;3634.314192;105F;3;F988;4;96;Spring
4462.123065;4326.954625;106F;3;F989;5;96;Spring
2163.589365;2308.857977;107F;3;F990;2;96;Spring
3169.066114;3101.46741;108F;3;F991;3;96;Spring
2041.641971;2584.86435;109F;3;F992;6;96;Spring
3294.019206;3325.524593;110F;3;F993;1;96;Spring
4268.751989;4120.719439;111F;3;F994;4;96;Spring
3327.53106;3430.955156;112F;3;F995;5;96;Spring
2666.301531;2676.11234;113F;3;F996;2;96;Spring
3490.535597;3538.589988;114F;3;F997;6;96;Spring
2774.234108;2856.286753;115F;3;F998;1;96;Spring
2771.202293;2906.234793;116F;3;F999;4;96;Spring
2469.43447;3373.49412;117F;4;F1000;5;123;Summer
3333.11387;3239.906351;118F;4;F1001;2;123;Summer
2178.87388;2284.139578;119F;4;F1002;3;123;Summer
2171.22477;2279.589711;120F;4;F1003;1;123;Summer
3018.587124;3013.200395;121F;4;F1004;6;123;Summer
2231.201172;2288.349597;122F;4;F1005;5;123;Summer
2686.079115;2835.772922;123F;4;F1006;6;123;Summer
2454.177671;2533.83398;124F;4;F1007;6;123;Summer
3467.424823;3179.824181;125F;4;F1008;6;123;Summer
2588.579448;2896.813806;126F;4;F1009;3;123;Summer
2250.550396;2347.898665;127F;4;F1010;1;123;Summer
2948.7653;3490.610036;128F;4;F1011;6;123;Summer
2153.38905;2184.6908;129F;4;F1012;4;123;Summer
2585.723979;2720.051856;130F;4;F1013;1;123;Summer
2667.015104;2828.919537;131F;4;F1014;3;123;Summer
2692.440746;2582.311438;132F;4;F1015;4;123;Summer
3260.39469;3439.759356;133F;4;F1016;2;123;Summer
3871.784054;3826.783548;134F;4;F1017;4;123;Summer
2358.274394;2522.698991;135F;4;F1018;5;123;Summer
2432.432408;2714.870567;136F;4;F1019;2;123;Summer
2534.069433;2992.355667;137F;4;F1020;1;123;Summer
3602.617926;3614.428011;138F;4;F1021;4;123;Summer
2993.794624;3209.85305;139F;4;F1022;5;123;Summer
2727.851927;3010.550047;140F;4;F1023;2;123;Summer
2313.647848;2709.091493;141F;4;F1024;1;123;Summer
3563.848419;3744.019233;144F;4;F1027;4;123;Summer
2213.56564;2327.390697;145F;4;F1028;5;123;Summer
2379.401553;2831.08834;146F;4;F1029;2;123;Summer
1498.102891;1505.305305;147F;4;F1030;3;123;Summer
1842.550235;2245.616393;148F;4;F1031;1;123;Summer
4074.525414;4318.418814;149F;4;F1032;4;123;Summer
2653.95662;3023.926783;1H;4;F1033;6;123;Summer
1648.872921;1806.594477;2H;4;F1034;6;123;Summer
3164.312806;3153.914589;3H;4;F1035;6;123;Summer
2583.872836;2449.018963;4H;4;F1036;6;123;Summer
3367.596588;3414.107129;5H;4;F1037;6;123;Summer
2465.306351;2659.570123;6H;4;F1038;6;123;Summer
1803.300559;2274.119393;7H;4;F1039;6;123;Summer
3069.159112;3188.853481;8H;4;F1040;6;123;Summer
2962.811302;3158.524234;9H;4;F1041;6;123;Summer
1667.038051;1956.905833;11H;4;F1043;6;123;Summer
3327.070213;3485.641186;12H;4;F1044;6;123;Summer
1994.99171;2168.437627;13H;4;F1045;6;123;Summer
3155.444112;3280.406658;14H;4;F1046;6;123;Summer
2858.561651;2980.437758;15H;4;F1047;6;123;Summer
2978.260733;2959.467612;16H;4;F1048;6;123;Summer
3046.925248;3224.413453;17H;4;F1049;6;123;Summer
1750.763574;1541.656387;18H;4;F1050;6;123;Summer
2653.300585;2684.785767;19H;4;F1051;6;123;Summer
3112.343363;3467.668171;20H;4;F1052;6;123;Summer
1781.472921;1897.50831;21H;4;F1053;6;123;Summer
2898.656912;3047.302735;22H;4;F1054;6;123;Summer
2558.287712;2616.191004;23H;4;F1055;6;123;Summer
2601.992332;2791.868317;24H;4;F1056;6;123;Summer
2910.839618;3164.649239;25H;4;F1057;6;123;Summer
2710.472261;2882.588809;26H;4;F1058;6;123;Summer
2945.368375;3291.816903;27H;4;F1059;6;123;Summer
3163.114375;3577.870426;28H;4;F1060;6;123;Summer
2547.437303;3053.543321;29H;4;F1061;6;123;Summer
3895.632396;4176.057786;30H;4;F1062;6;123;Summer
3366.634996;3360.62742;31H;4;F1063;6;123;Summer
1757.683702;2127.983317;32H;4;F1064;6;123;Summer
3328.978046;3357.638069;33H;4;F1065;6;123;Summer
2260.23896;2298.809037;34H;4;F1066;6;123;Summer
1893.359826;2568.708747;35H;4;F1067;6;123;Summer
2304.224283;2414.044413;36H;4;F1068;6;123;Summer
2340.345591;3339.124671;1F;4;F884;4;123;Summer
2292.465209;2325.582758;2F;4;F885;5;123;Summer
1944.98235;2091.110587;3F;4;F886;2;123;Summer
2299.503549;2694.031256;4F;4;F887;1;123;Summer
2564.662305;2708.457457;5F;4;F888;3;123;Summer
1349.980175;1878.228922;6F;4;F889;6;123;Summer
1503.545755;1691.741105;7F;4;F890;5;123;Summer
2491.27644;2484.126973;8F;4;F891;2;123;Summer
3084.807298;3450.281477;9F;4;F892;3;123;Summer
2491.293462;2424.052791;10F;4;F893;1;123;Summer
2388.742295;2732.423361;11F;4;F894;3;123;Summer
4271.458147;4312.349764;12F;4;F895;4;123;Summer
3947.116369;3756.463958;13F;4;F896;5;123;Summer
2999.18464;3037.910641;14F;4;F897;2;123;Summer
3047.954122;3037.222543;15F;4;F898;6;123;Summer
3052.989059;3256.530004;16F;4;F899;1;123;Summer
3614.607571;3904.983276;17F;4;F900;6;123;Summer
2956.234405;3122.842422;18F;4;F901;4;123;Summer
2253.218116;2500.352268;19F;4;F902;5;123;Summer
2683.646137;2876.942894;20F;4;F903;2;123;Summer
1719.580049;1880.917441;21F;4;F904;6;123;Summer
2514.875394;2577.155408;22F;4;F905;1;123;Summer
3666.262048;3717.673571;23F;4;F906;4;123;Summer
2867.64423;3043.522521;24F;4;F907;5;123;Summer
3515.235298;3745.334837;25F;4;F908;2;123;Summer
1971.946982;2387.195374;26F;4;F909;6;123;Summer
2235.978354;2384.809658;27F;4;F910;3;123;Summer
3089.95058;3229.171141;28F;4;F911;1;123;Summer
4232.231557;3922.243482;29F;4;F912;6;123;Summer
1949.945006;2178.841739;30F;4;F913;4;123;Summer
2218.530761;2025.334082;31F;4;F914;5;123;Summer
2324.477828;2460.94148;32F;4;F915;2;123;Summer
4192.62853;4374.043636;33F;4;F916;1;123;Summer
2081.562152;2318.940933;34F;4;F917;3;123;Summer
2014.477864;2502.237733;35F;4;F918;4;123;Summer
2210.338933;2425.605595;37F;4;F920;2;123;Summer
1370.327843;2231.724273;38F;4;F921;3;123;Summer
1293.910412;1452.543845;40F;4;F923;1;123;Summer
864.6666629;1311.997829;41F;4;F924;3;123;Summer
4123.412107;4427.754463;42F;4;F925;4;123;Summer
3516.910192;3590.774066;43F;4;F926;5;123;Summer
2403.737563;2605.39088;44F;4;F927;6;123;Summer
3375.680327;3650.754495;46F;4;F929;3;123;Summer
2270.629639;2783.634839;47F;4;F930;1;123;Summer
2260.847309;2356.502747;48F;4;F931;6;123;Summer
2559.511455;2961.616063;49F;4;F932;3;123;Summer
1611.614255;1974.243674;50F;4;F933;4;123;Summer
2322.959906;2688.576805;51F;4;F934;5;123;Summer
2900.96898;3283.308182;52F;4;F935;2;123;Summer
2334.181737;2544.803827;53F;4;F936;1;123;Summer
3074.886207;3054.498276;54F;4;F937;6;123;Summer
2489.796275;2882.725203;55F;4;F938;4;123;Summer
2183.230488;2595.989042;56F;4;F939;2;123;Summer
3050.848959;2959.192897;57F;4;F940;6;123;Summer
3120.9276;3384.127884;58F;4;F941;4;123;Summer
1793.306745;1797.998514;59F;4;F942;5;123;Summer
1919.70141;2455.730266;60F;4;F943;2;123;Summer
2538.220228;2627.493509;61F;4;F944;1;123;Summer
1669.395061;1896.951452;62F;4;F945;3;123;Summer
1730.156365;1872.828371;63F;4;F946;1;123;Summer
1951.657441;2222.967077;64F;4;F947;3;123;Summer
3226.559077;3158.017646;65F;4;F948;4;123;Summer
3000.323707;3129.139143;66F;4;F949;2;123;Summer
2950.564294;2981.703724;67F;4;F950;6;123;Summer
1237.461038;1615.743273;68F;4;F951;1;123;Summer
2522.128153;2824.646895;69F;4;F952;6;123;Summer
2282.169776;2469.064261;70F;4;F953;4;123;Summer
3007.751837;3083.020428;71F;4;F954;5;123;Summer
2032.69524;2566.52116;72F;4;F955;2;123;Summer
2170.002429;2774.024279;73F;4;F956;6;123;Summer
2028.583809;2115.417803;74F;4;F957;3;123;Summer
2071.074139;2170.028994;75F;4;F958;1;123;Summer
4256.289533;4347.677469;76F;4;F959;3;123;Summer
2365.652473;2970.028265;78F;4;F961;4;123;Summer
5177.525541;5487.690127;79F;4;F962;5;123;Summer
2870.918657;3084.79113;80F;4;F963;2;123;Summer
2153.00756;2422.173976;81F;4;F964;6;123;Summer
2425.683421;2320.384707;82F;4;F965;1;123;Summer
3241.735033;3499.196303;83F;4;F966;3;123;Summer
3473.852233;3638.725401;84F;4;F967;4;123;Summer
2395.73056;2639.355192;85F;4;F968;6;123;Summer
2753.040758;2543.421213;86F;4;F969;6;123;Summer
2498.15746;2759.18304;87F;4;F970;2;123;Summer
1198.039233;1870.731508;88F;4;F971;1;123;Summer
2707.441303;2721.74263;89F;4;F972;6;123;Summer
1457.881926;1615.835207;91F;4;F974;5;123;Summer
2901.954117;3339.361283;92F;4;F975;6;123;Summer
2366.236245;2502.911364;93F;4;F976;1;123;Summer
3515.821958;3733.862742;94F;4;F977;6;123;Summer
2659.898348;2588.231843;95F;4;F978;4;123;Summer
2154.055511;2386.587619;96F;4;F979;2;123;Summer
3103.797441;3162.84118;97F;4;F980;6;123;Summer
2986.063899;3035.529991;98F;4;F981;1;123;Summer
3045.254241;3324.877694;99F;4;F982;4;123;Summer
2033.505685;2078.709257;100F;4;F983;5;123;Summer
1606.61727;2087.52782;101F;4;F984;2;123;Summer
1659.845064;2148.682349;102F;4;F985;1;123;Summer
3218.705757;3615.137618;103F;4;F986;6;123;Summer
1707.408708;2148.838133;104F;4;F987;6;123;Summer
2842.444541;2807.739992;105F;4;F988;4;123;Summer
2914.775924;2897.853534;106F;4;F989;5;123;Summer
1501.058886;1882.195125;107F;4;F990;2;123;Summer
3131.683744;2961.03106;108F;4;F991;3;123;Summer
1737.939948;2489.762463;109F;4;F992;6;123;Summer
2770.044244;2826.188794;110F;4;F993;1;123;Summer
4085.438548;4299.794995;111F;4;F994;4;123;Summer
2650.871599;2246.298685;112F;4;F995;5;123;Summer
2476.28768;2735.252143;113F;4;F996;2;123;Summer
3981.380151;4293.307485;114F;4;F997;6;123;Summer
2328.327934;2370.04222;115F;4;F998;1;123;Summer
2286.577791;2497.780253;116F;4;F999;4;123;Summer
1077.332669;1463.391273;117F;5;F1000;5;154;Summer
1445.157507;1369.585109;118F;5;F1001;2;154;Summer
1732.782799;1774.652297;119F;5;F1002;3;154;Summer
1114.43364;825.3719762;120F;5;F1003;1;154;Summer
2198.734597;1932.767611;121F;5;F1004;6;154;Summer
1016.491332;1115.784664;122F;5;F1005;5;154;Summer
1732.412474;1668.192434;123F;5;F1006;6;154;Summer
1420.320337;1434.792817;124F;5;F1007;6;154;Summer
2153.944182;1751.928033;125F;5;F1008;6;154;Summer
1232.751389;1247.301096;126F;5;F1009;3;154;Summer
1157.132547;1123.944698;127F;5;F1010;1;154;Summer
2175.077902;1914.472927;128F;5;F1011;6;154;Summer
927.947042;825.9015824;129F;5;F1012;4;154;Summer
1649.735192;1392.701366;130F;5;F1013;1;154;Summer
1564.582422;1612.73256;131F;5;F1014;3;154;Summer
1142.387886;1180.86056;132F;5;F1015;4;154;Summer
1436.141053;1259.910235;133F;5;F1016;2;154;Summer
1977.685464;2100.289352;134F;5;F1017;4;154;Summer
986.8253381;1098.324235;135F;5;F1018;5;154;Summer
1109.153455;1074.297863;136F;5;F1019;2;154;Summer
1299.558356;1376.23503;137F;5;F1020;1;154;Summer
2189.935285;2081.450351;138F;5;F1021;4;154;Summer
1909.844254;2185.3532;139F;5;F1022;5;154;Summer
1527.742087;1493.073997;140F;5;F1023;2;154;Summer
1637.972738;1748.550978;141F;5;F1024;1;154;Summer
2194.206589;2068.117498;144F;5;F1027;4;154;Summer
1110.366869;1113.486576;145F;5;F1028;5;154;Summer
969.6779146;1136.171547;146F;5;F1029;2;154;Summer
486.1233675;283.2311954;147F;5;F1030;3;154;Summer
667.7290199;886.4178338;148F;5;F1031;1;154;Summer
2210.579708;2199.575741;149F;5;F1032;4;154;Summer
1131.485477;1331.758472;1H;5;F1033;6;154;Summer
771.0083708;741.7196437;2H;5;F1034;6;154;Summer
1571.863186;1547.246946;3H;5;F1035;6;154;Summer
1324.487341;1305.615543;4H;5;F1036;6;154;Summer
2635.474459;2298.527807;5H;5;F1037;6;154;Summer
1137.737311;1211.356036;6H;5;F1038;6;154;Summer
525.9163804;690.1869216;7H;5;F1039;6;154;Summer
2174.385683;2101.523517;8H;5;F1040;6;154;Summer
1843.534077;1799.468117;9H;5;F1041;6;154;Summer
867.048601;778.0726209;11H;5;F1043;6;154;Summer
1957.80449;1936.982535;12H;5;F1044;6;154;Summer
1371.421028;1323.123324;13H;5;F1045;6;154;Summer
1708.775306;1740.720571;14H;5;F1046;6;154;Summer
1924.287325;1857.168092;15H;5;F1047;6;154;Summer
1254.227516;1111.687727;16H;5;F1048;6;154;Summer
1696.667948;1636.394077;17H;5;F1049;6;154;Summer
553.9863973;385.9202353;18H;5;F1050;6;154;Summer
1269.247421;1249.744151;19H;5;F1051;6;154;Summer
1548.744122;1575.882231;20H;5;F1052;6;154;Summer
962.4628442;1063.037427;21H;5;F1053;6;154;Summer
1018.30709;824.5748061;22H;5;F1054;6;154;Summer
1661.826201;1410.077425;23H;5;F1055;6;154;Summer
1770.309971;1709.279409;24H;5;F1056;6;154;Summer
1012.437686;1090.559384;25H;5;F1057;6;154;Summer
1208.339158;964.2740217;26H;5;F1058;6;154;Summer
1382.438304;1299.233297;27H;5;F1059;6;154;Summer
1947.693793;1793.615413;28H;5;F1060;6;154;Summer
1875.904328;1735.03112;29H;5;F1061;6;154;Summer
2421.888432;2463.124075;30H;5;F1062;6;154;Summer
2013.621589;1888.388806;31H;5;F1063;6;154;Summer
874.5292895;984.7218459;32H;5;F1064;6;154;Summer
2757.448212;2404.25142;33H;5;F1065;6;154;Summer
1174.552674;1088.282445;34H;5;F1066;6;154;Summer
1199.107822;1429.5104;35H;5;F1067;6;154;Summer
1677.377998;1679.573621;36H;5;F1068;6;154;Summer
1443.017686;1528.655481;1F;5;F884;4;154;Summer
1509.008921;1392.76598;2F;5;F885;5;154;Summer
1271.220722;1255.423651;3F;5;F886;2;154;Summer
1474.46903;1483.514088;4F;5;F887;1;154;Summer
1537.86735;1403.795247;5F;5;F888;3;154;Summer
696.6490332;975.7379609;6F;5;F889;6;154;Summer
920.677397;479.0623477;7F;5;F890;5;154;Summer
1357.296795;1267.91609;8F;5;F891;2;154;Summer
2495.702645;2307.173583;9F;5;F892;3;154;Summer
1221.042006;1143.626056;10F;5;F893;1;154;Summer
851.2846948;930.0779717;11F;5;F894;3;154;Summer
2110.292579;2109.547978;12F;5;F895;4;154;Summer
2363.851109;2193.458713;13F;5;F896;5;154;Summer
1788.8132;1786.439081;14F;5;F897;2;154;Summer
2619.15896;2287.803261;15F;5;F898;6;154;Summer
1554.097769;1566.18631;16F;5;F899;1;154;Summer
1551.675053;1692.328844;17F;5;F900;6;154;Summer
1630.578899;1759.363127;18F;5;F901;4;154;Summer
736.9714373;933.2444485;19F;5;F902;5;154;Summer
1520.863684;1544.501532;20F;5;F903;2;154;Summer
1313.414429;1028.642312;21F;5;F904;6;154;Summer
1814.167608;1723.05144;22F;5;F905;1;154;Summer
2294.687879;2267.704561;23F;5;F906;4;154;Summer
1230.427383;1340.378925;24F;5;F907;5;154;Summer
1471.640166;1387.47137;25F;5;F908;2;154;Summer
1447.20015;1472.18306;26F;5;F909;6;154;Summer
1165.093292;1011.957654;27F;5;F910;3;154;Summer
1360.553117;1508.524605;28F;5;F911;1;154;Summer
1623.128024;1654.126667;29F;5;F912;6;154;Summer
1627.552435;1559.038704;30F;5;F913;4;154;Summer
836.7657201;611.3648143;31F;5;F914;5;154;Summer
1242.906684;1411.895897;32F;5;F915;2;154;Summer
1747.128925;1984.170934;33F;5;F916;1;154;Summer
940.5770428;914.1944994;34F;5;F917;3;154;Summer
1288.054186;1268.111987;35F;5;F918;4;154;Summer
1213.283649;1511.37064;37F;5;F920;2;154;Summer
817.8697504;992.4840416;38F;5;F921;3;154;Summer
773.3606066;667.6906857;40F;5;F923;1;154;Summer
748.6782528;754.9198381;41F;5;F924;3;154;Summer
2631.127507;2698.778212;42F;5;F925;4;154;Summer
1504.765653;1682.484473;43F;5;F926;5;154;Summer
1100.374236;1017.092973;44F;5;F927;6;154;Summer
1891.514075;1927.245843;46F;5;F929;3;154;Summer
565.4473123;699.7689846;47F;5;F930;1;154;Summer
1185.908409;1029.124228;48F;5;F931;6;154;Summer
1170.537729;1151.772938;49F;5;F932;3;154;Summer
1156.933744;1093.993521;50F;5;F933;4;154;Summer
1209.022409;1543.548334;51F;5;F934;5;154;Summer
1452.436993;1553.556291;52F;5;F935;2;154;Summer
826.0730948;604.0795768;53F;5;F936;1;154;Summer
1528.075619;1261.919686;54F;5;F937;6;154;Summer
1454.685329;1654.52402;55F;5;F938;4;154;Summer
1106.561496;1004.412226;56F;5;F939;2;154;Summer
1849.310696;2030.77627;57F;5;F940;6;154;Summer
1036.433768;1285.862475;58F;5;F941;4;154;Summer
1059.382384;1095.071322;59F;5;F942;5;154;Summer
1307.354683;1513.994767;60F;5;F943;2;154;Summer
674.6551844;1036.342032;61F;5;F944;1;154;Summer
1080.013691;1222.518038;62F;5;F945;3;154;Summer
580.4154773;788.5608634;63F;5;F946;1;154;Summer
1795.69586;1470.970341;64F;5;F947;3;154;Summer
1906.192088;1573.244809;65F;5;F948;4;154;Summer
1808.609971;1729.069758;66F;5;F949;2;154;Summer
1556.058889;1552.420713;67F;5;F950;6;154;Summer
109.2404657;43.18242555;68F;5;F951;1;154;Summer
1085.620931;938.0694487;69F;5;F952;6;154;Summer
1290.867123;1431.765302;70F;5;F953;4;154;Summer
1734.523095;1937.028978;71F;5;F954;5;154;Summer
827.856949;883.0580975;72F;5;F955;2;154;Summer
287.7468878;632.818512;73F;5;F956;6;154;Summer
1693.936411;1513.968175;74F;5;F957;3;154;Summer
1564.440662;1303.693885;75F;5;F958;1;154;Summer
2106.700759;2058.081156;76F;5;F959;3;154;Summer
1393.57029;1494.697581;78F;5;F961;4;154;Summer
1319.337442;1573.914201;79F;5;F962;5;154;Summer
2016.285308;1954.751966;80F;5;F963;2;154;Summer
1472.812953;1372.502509;81F;5;F964;6;154;Summer
1730.524342;1318.269182;82F;5;F965;1;154;Summer
1893.641039;1779.744626;83F;5;F966;3;154;Summer
2278.277815;2223.104246;84F;5;F967;4;154;Summer
510.7849474;641.2361747;85F;5;F968;6;154;Summer
1694.295697;1544.569478;86F;5;F969;6;154;Summer
1538.226501;1495.329613;87F;5;F970;2;154;Summer
454.4622657;751.4015666;88F;5;F971;1;154;Summer
1254.767451;1504.344383;89F;5;F972;6;154;Summer
395.2789707;721.320402;91F;5;F974;5;154;Summer
1075.048934;1133.041525;92F;5;F975;6;154;Summer
1831.876196;1679.984663;93F;5;F976;1;154;Summer
1767.155508;1695.439334;94F;5;F977;6;154;Summer
1889.141628;1828.60189;95F;5;F978;4;154;Summer
1307.237246;1227.403947;96F;5;F979;2;154;Summer
1435.004763;1549.526506;97F;5;F980;6;154;Summer
1695.703166;1469.020435;98F;5;F981;1;154;Summer
1561.107387;1591.761917;99F;5;F982;4;154;Summer
597.899368;939.8038101;100F;5;F983;5;154;Summer
525.2389489;721.7059229;101F;5;F984;2;154;Summer
1047.867027;1292.560827;102F;5;F985;1;154;Summer
1648.182613;2009.507497;103F;5;F986;6;154;Summer
1112.489264;1010.039013;104F;5;F987;6;154;Summer
1604.402963;1292.487418;105F;5;F988;4;154;Summer
1808.174001;1624.745576;106F;5;F989;5;154;Summer
986.7292036;865.7757855;107F;5;F990;2;154;Summer
1895.997934;1501.121367;108F;5;F991;3;154;Summer
628.9263179;1095.120679;109F;5;F992;6;154;Summer
820.6227065;1048.42629;110F;5;F993;1;154;Summer
2068.476656;1972.033508;111F;5;F994;4;154;Summer
1963.558021;1470.67555;112F;5;F995;5;154;Summer
1398.799157;1454.353601;113F;5;F996;2;154;Summer
2244.049936;2493.236665;114F;5;F997;6;154;Summer
1620.995291;1714.529834;115F;5;F998;1;154;Summer
969.5300935;1103.641715;116F;5;F999;4;154;Summer
856.2297584;1080.155292;117F;6;F1000;5;198;Fall
1909.167685;1889.922259;118F;6;F1001;2;198;Fall
372.9266616;486.9350567;119F;6;F1002;3;198;Fall
837.8892242;592.3887059;120F;6;F1003;1;198;Fall
1702.589978;1517.635923;121F;6;F1004;6;198;Fall
403.100629;604.012205;122F;6;F1005;5;198;Fall
874.8985648;861.7499921;123F;6;F1006;6;198;Fall
1022.056928;1017.40502;124F;6;F1007;6;198;Fall
1134.870966;828.6231106;125F;6;F1008;6;198;Fall
976.9672207;759.419123;126F;6;F1009;3;198;Fall
952.161856;964.4850141;127F;6;F1010;1;198;Fall
1408.126652;1266.063382;128F;6;F1011;6;198;Fall
1299.412974;1277.584938;129F;6;F1012;4;198;Fall
2206.14943;2041.856245;130F;6;F1013;1;198;Fall
997.7966284;1215.542875;131F;6;F1014;3;198;Fall
769.1995051;1029.343196;132F;6;F1015;4;198;Fall
1056.497439;1070.977458;133F;6;F1016;2;198;Fall
1535.599207;1712.39986;134F;6;F1017;4;198;Fall
575.6827478;891.2282866;135F;6;F1018;5;198;Fall
678.4343886;808.7606891;136F;6;F1019;2;198;Fall
1734.49087;1769.829681;137F;6;F1020;1;198;Fall
1609.945122;1545.683803;138F;6;F1021;4;198;Fall
453.7888635;828.080093;139F;6;F1022;5;198;Fall
1437.694939;1450.001235;140F;6;F1023;2;198;Fall
1297.270933;1338.564914;141F;6;F1024;1;198;Fall
1711.500483;1666.622184;144F;6;F1027;4;198;Fall
746.024516;913.2402364;145F;6;F1028;5;198;Fall
593.7588716;837.9026925;146F;6;F1029;2;198;Fall
82.81394555;137.3780588;147F;6;F1030;3;198;Fall
455.9439681;691.3890006;148F;6;F1031;1;198;Fall
1754.959052;1777.853843;149F;6;F1032;4;198;Fall
586.792464;773.6632539;1H;6;F1033;6;198;Fall
735.4785049;905.1301093;2H;6;F1034;6;198;Fall
1289.756619;1152.772137;3H;6;F1035;6;198;Fall
921.9035436;1151.363021;4H;6;F1036;6;198;Fall
1153.268905;1017.092691;5H;6;F1037;6;198;Fall
721.9277214;818.1315513;6H;6;F1038;6;198;Fall
612.1462151;774.3613193;7H;6;F1039;6;198;Fall
1600.86519;1620.628315;8H;6;F1040;6;198;Fall
1831.606431;1737.98793;9H;6;F1041;6;198;Fall
568.1184973;686.0720256;11H;6;F1043;6;198;Fall
1404.224868;1085.578867;12H;6;F1044;6;198;Fall
1024.543351;1069.978985;13H;6;F1045;6;198;Fall
677.9667395;781.8888022;14H;6;F1046;6;198;Fall
1437.967729;1466.090305;15H;6;F1047;6;198;Fall
1038.554205;808.7620782;16H;6;F1048;6;198;Fall
653.7875427;650.9766063;17H;6;F1049;6;198;Fall
429.9584054;359.9244435;18H;6;F1050;6;198;Fall
334.4343099;483.4012114;19H;6;F1051;6;198;Fall
1261.669211;1238.785724;20H;6;F1052;6;198;Fall
277.1341194;533.7934953;21H;6;F1053;6;198;Fall
667.7450856;532.2241184;22H;6;F1054;6;198;Fall
1575.662057;1326.5897;23H;6;F1055;6;198;Fall
1634.817646;1560.921464;24H;6;F1056;6;198;Fall
630.1432481;791.093112;25H;6;F1057;6;198;Fall
1332.639429;1222.117428;26H;6;F1058;6;198;Fall
978.3435696;796.6888213;27H;6;F1059;6;198;Fall
1786.165225;1617.465239;28H;6;F1060;6;198;Fall
980.4599457;882.5649758;29H;6;F1061;6;198;Fall
2445.813711;2403.785702;30H;6;F1062;6;198;Fall
1558.603824;1417.945019;31H;6;F1063;6;198;Fall
448.7711042;723.2682393;32H;6;F1064;6;198;Fall
1608.935438;1326.789389;33H;6;F1065;6;198;Fall
572.3414646;656.0448798;34H;6;F1066;6;198;Fall
352.4384204;680.243434;35H;6;F1067;6;198;Fall
1750.464869;1939.315592;36H;6;F1068;6;198;Fall
1178.426574;1335.151753;1F;6;F884;4;198;Fall
902.3304922;733.8025687;2F;6;F885;5;198;Fall
348.5743923;523.6536738;3F;6;F886;2;198;Fall
1071.810811;1184.816462;4F;6;F887;1;198;Fall
1143.223122;1148.260746;5F;6;F888;3;198;Fall
209.3785972;454.9946048;6F;6;F889;6;198;Fall
475.182138;151.2181085;7F;6;F890;5;198;Fall
902.1089791;1044.789075;8F;6;F891;2;198;Fall
1225.534375;1023.607589;9F;6;F892;3;198;Fall
489.1817877;668.3759492;10F;6;F893;1;198;Fall
498.5377529;547.4211677;11F;6;F894;3;198;Fall
1333.56161;1174.047136;12F;6;F895;4;198;Fall
2157.49104;2221.117357;13F;6;F896;5;198;Fall
849.619654;838.1299416;14F;6;F897;2;198;Fall
2507.315736;2221.248804;15F;6;F898;6;198;Fall
1467.203713;1618.721874;16F;6;F899;1;198;Fall
1122.658274;1251.335023;17F;6;F900;6;198;Fall
998.426063;1140.167489;18F;6;F901;4;198;Fall
427.3397;665.1044287;19F;6;F902;5;198;Fall
638.7343313;608.2722922;20F;6;F903;2;198;Fall
1116.889231;953.7379258;21F;6;F904;6;198;Fall
1141.36302;922.9833883;22F;6;F905;1;198;Fall
1797.130587;1822.322163;23F;6;F906;4;198;Fall
1036.202302;1184.665214;24F;6;F907;5;198;Fall
1439.848406;1429.738349;25F;6;F908;2;198;Fall
1285.498095;1368.834062;26F;6;F909;6;198;Fall
581.320371;324.6228475;27F;6;F910;3;198;Fall
1507.693798;1562.193669;28F;6;F911;1;198;Fall
1418.909687;1754.842499;29F;6;F912;6;198;Fall
